OBJECTIVE	Amazing Pioneer CD-IU200V Usb Interface Cable For Ipod/Iphone(Tm): http://t.co/rI6WFw7b For Electronics Guide and... http://t.co/dt9pSCHa	
OBJECTIVE	naldzgraphics: 29 Excellent iPad Apps for Photographers http://t.co/iFc5Emtw	
OBJECTIVE	Points to Remember when Downloading Movies to IPad	
POSITIVE	RT @MollyJayHill: Fuck this BB shit. I want an iPhone.	
OBJECTIVE	iPhone 5	
NEGATIVE	iPad 2 really charge dam slow	
OBJECTIVE	http://t.co/LopfRDwf Search Engine Hospital Garden Family Subaru Julia Roberts Window Ferrari iPod Truck	
NEGATIVE	I broke my iPhone charger for the 100 thousand time lmao I know Tommy tired of buying them bitches he gone say them bitches ain't cheap	
POSITIVE	Artemis iPad app is out! Revolutionary feature: peds burns calculator. Youtube: http://t.co/hiHGCvh1 itunes: http://t.co/hiHGCvh1 #mhealth	
NEGATIVE	Having an iPhone with no service &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;	
NEGATIVE	On hold with Apple Care. I have a feeling they're going to suggest a few tips before replacing iPhone 4S. Battery dropped to 48%.	
POSITIVE	@Swagcine Go with the more fun one lah... cool only for awhile what and somemore iPhone resell value better :D	
NEGATIVE	@plmcgrn not sure if it's just my iPhone or all of them. Didn't want to start an iPhone v. Android debate. #wontWin	
POSITIVE	Man my iPod been doin the most for the past couple days...gotta hit the Apple store today	
OBJECTIVE	[New On G Style] Karen Millen Classic & Pony Collection iPad Case - Give You iPad a Cockt... http://t.co/bjqghJ9O by @MissVersatile	
OBJECTIVE	@middl3fingerlov u know sprint got the iPhone now	
OBJECTIVE	Wood iPad 2 Case by Root Cases http://t.co/TYcTPelY #stupidDOPE	
OBJECTIVE	RT @katharnavas: RT @TechCrunch: Apple Finally Shipping White iPhone To US Stores http://t.co/R1hp754K by @johnbiggs	
NEGATIVE	Im tired of hearing about this damn Apple !	
POSITIVE	#GoodMorning Everyone! My iPOD Is Completely Hung Up So I Wont Be Via Ipod Today So Bare With Me Im Going To Have It Replaced After Class =)	
OBJECTIVE	@NSAcheeks this web site is giving away ipad's absolutely free thought you'd like it because of your tweet http://t.co/2o4xLFxY	
NEGATIVE	Relying on my iPhone for everything....is now a big slap in the face when everything is erased :(	
NEGATIVE	Feel like throwing away my phone, my iPod and ignore the world.	
OBJECTIVE	RT @newscientist: 7 'impossible' inventions they said wouldn't work http://t.co/j9uJQrAj Note: iPhone would have been size of truck in 1 ...	
NEGATIVE	I cracked my iPhone. Discovery it this morning! :(	
NEGATIVE	This iphone update took forever and i dont quite care for the updates! #damniphone	
POSITIVE	i was searching for superbass & then iPod auto corrected it to super ass. HAHAH WHUT	
POSITIVE	iPhone 4S comes tomorrow! Looking forward to testing out Siri	
NEGATIVE	who needs a SIRI when you've got vlingo on iphone	
NEGATIVE	All Kindle says is I cant afford an ipad. #letskeepitrealhere.	-87.6322167,41.88122995
OBJECTIVE	@DoinWhtIGot2 only my 3rd iPhone ever! Lol I'm good how r u? Still in rr?	
OBJECTIVE	Sharp iElegance DK-A1 Alarm Clock Radio Speaker System w/Dock Connector for iPod (White) - Powers & Charges Your... http://t.co/nk0aOttp	
OBJECTIVE	Do us all a favor, join the 21st century and get an iphone already.	
OBJECTIVE	@iin_yang HAHAHAH you should check when the singaporeans use the iPhone~	
NEGATIVE	@Mallikarjunan my wife got new iphone. Have not played with it but don't like the keyboard. Like buttons	
OBJECTIVE	Black with White Premium Rubberized Hard Crystal TPU Silicone Skin Cover Case for Apple iPod Touch 4th Generatio... http://t.co/5viky7Id	
OBJECTIVE	Agents move to ipad for site tour: VIDEO: Hammerson has set a new industry benchmark using an ipad app to attrac... http://t.co/9dam5SWc	
OBJECTIVE	RT @MiMediaCo is giving away a new 32Gig iPod Touch for every 1,000 followers, RT & Follow @MiMediaCo to win #datalossdisaster	
OBJECTIVE	#mobile #nokia RIM unveils BlackBerry BBX operating platform: BBX combines BlackBerry and QNX OSe... http://t.co/YU8esusb #iphone #apple	
OBJECTIVE	Samsung smartphone sales beat Apple in Q3 tip insiders http://t.co/fTIog4MT	
POSITIVE	NASA just released a bunch of historic space program sounds as free iPhone ringtones - check it out!	
OBJECTIVE	RT @nytimestech: AT&T Profit Is Hit by Slowing iPhone Demand http://t.co/tVGgIbR8	
POSITIVE	RT @Chester_Eatmon: Hello iPhone goodbye blackberry	
OBJECTIVE	Apple Inc. said Tuesday that C Spire Wireless, the country's eighth-largest phone   company, will start selling the iPhone 4S in a few weeks	
OBJECTIVE	The Circuit: 10 Web trends, Apple misses estimates, T-Mobile http://t.co/xqLYx4p0 via @editions	
POSITIVE	One very lucky Bidmania Bidder has won an IPhone for only R26! Now that's incredible.	
POSITIVE	I Hope Shawty Come Through For Me, Definitely Need That Iphone For Sprint On The Low	
OBJECTIVE	RT @ATT: AT&T Activates One Million iPhone 4S':http://t.co/8gYbsoHn	
POSITIVE	Another gs2 victory, are u an apple #fanboy?  http://t.co/68o71yG9	
OBJECTIVE	is playing Original Gangstaz on my iPhone! Click the link to join my gang http://t.co/PqsQl87m #iphone #ipod #ipad #OG	
OBJECTIVE	I DON'T wanna sit up at Pontiac HS all friggin day... this is gonna be whack. Shoulda put more songs on the iPod	
OBJECTIVE	BBC iPlayer for iPad Now Supports AirPlay Streaming [Updated] http://t.co/OBYVGlbT	
OBJECTIVE	Android, Windows Phone bosses downplay Apple's Siri threat: It's unclear what exactly Lees meant by the comment,... http://t.co/WlRp8rVN	
OBJECTIVE	"RT @kevjumba: I like to write little notes on my iphone, thought i'd share one with you. It's called ""Identity."" http://t.co/pwnHWJfe"	
OBJECTIVE	just reached level 2 on Rock the Vegas on my iPad http://t.co/E5Z25I73 #ipad #ipadgames	
OBJECTIVE	My iPhone is supposed to be delivered today.....watch something stupid happen	
OBJECTIVE	RT @SoCalArb: IPad is not a laptop. Don't let faculty think otherwise #edu11	
POSITIVE	RT @DRUNKHULK: EVERYONE TALK ABOUT HOW AWFUL BLACKBERRY ARE! HOW GREAT APPLE ARE! YET NO ONE QUESTION THEY STRANGE FRUIT ADDICTION!	
NEGATIVE	@Oakville I've had great debates amongst people for the iPad/Kindle competition. Kindle wins out for my purposes.	
NEGATIVE	Stupid ass iPhone going dead already .!!!!!!!!!!!!	
OBJECTIVE	RT @glaad: Upload #SpiritDay purple pics from your phone! @Mobli filter: http://t.co/Y0KCC5wl & #iPhone app: http://t.co/D94g6G8y #LGBT	
POSITIVE	RT @iGves_NOfckss: , C Spire Is #Officially Comin Out Wit Dha IPhone ! Already Told Miy Mama :))	
OBJECTIVE	&#39;Sons of Anarchy&#39; Gets Social iPad App http://t.co/Qp2mChfu	
OBJECTIVE	@wobito fixed my iPhone last night... Now we can resume our iTryst.	
OBJECTIVE	Apple indirectly causing major pollution in China http://t.co/0rexIbsh	
OBJECTIVE	can somebody buy me a iphone @lisharn09  @THETWITDEVIL  @nursedwop	
OBJECTIVE	@Cinny_Bee can u buy the iPod tomorrow ?	
NEGATIVE	@podfeet Sorry :-(. Not two iClouds. I want to. Sync with an iTunes library and use another Apple ID for iCloud.	
POSITIVE	IM HIGH, I CANT FOCUS!!...LMAO RT @iconic4eva: @iUntameable21 @mello_ibl @va3threat hey all I can say is I LOVE MY IPHONE! #thatisall	
OBJECTIVE	I wonder what's the status on the untethered jailbreak iOS 5 on iPhone 4	
OBJECTIVE	The Animated History Of The iPhone [Video Infographic] http://t.co/QlC60kkF |via @bitrebels	
POSITIVE	@prweekuknews Next Bus London, the world's first iPhone app for live TfL bus times, just got even better! http://t.co/YiSCNhIn	
OBJECTIVE	New Apple iphone 4 32GB AT&T UNLOCKED Worldwide (Downtown) $460 http://t.co/VAFIDBJ1	
NEGATIVE	Although these spares appear to be squeaking oddly. And they're sound leaky and weirdly shaped and feel odd. yes, the default apple earphone	
OBJECTIVE	"to those wondering how coins got into it, read ""Carrying your macbook pro"" part; exactly what happened http://t.co/LJYHhydT"	
POSITIVE	TE   iphone= epic win	
OBJECTIVE	This shoutout done in .11 seconds Using @LazyShoutOut at http://t.co/Xl6C1nKQ. IPhone App Now At http://t.co/tzvKVg9j .	
OBJECTIVE	I reached 66 level on My Clinic for iPad. http://t.co/9O30M1HS #ipad #ipadgames	
OBJECTIVE	So my brother got his new iPhone 4s today & im keeping this one, hmm generous enough to give me the new one ?	
OBJECTIVE	@Pietros1 As u know Samsung and Apple are at 'war'.. So I heard that Samsung may not allow apple to be sold here. Not certain but..	
OBJECTIVE	Skinit Protective Skin for iPod 1G (MLB MN TWINS): Skins are a vinyl product that generally fits most devices. S... http://t.co/gi00JfGr	
POSITIVE	Iphone is best wel fijn.	
POSITIVE	@AhKangx3 OH. Y U NO USE IPHONE.	
POSITIVE	RT @Girlsmommax3: Now this is why I want an iPhone 4S!! http://t.co/qfVRbwJJ	
OBJECTIVE	Our Pad for iPad Allows for Multiple Accounts on Facebook, Gmail, and More (Ios Downloads):                     ... http://t.co/rQ3VGKy5	
NEGATIVE	I had my iPhone plugged in all night and woke up to it being charged only to 97%. #whatgives?	
OBJECTIVE	AT&T announces over 1 Million iPhone 4S Activations	
POSITIVE	@Hakeem_IGD tht iphone better than tht weak ass evo 3D	
POSITIVE	Apple iPhone: I know I use iMessage ^ ^ http://t.co/dWEbmHsK.	
OBJECTIVE	@spcwebb yes. Should be ready to ship end of next week. iPad finally has a place to sit - landscape or portrait? http://t.co/wSmgfndi	
NEGATIVE	Look, Macbook, I love you to death, but you realllllllly need to pull your shit together.	
OBJECTIVE	AT&T sees record iPhone activations in 3rd quarter - CNET News http://t.co/tJ3KNGOK #iPhone	
POSITIVE	RT @JUSS_JRICH: Zune is a 300lb mp3 struggle player that microsoft thought was going to out sell and out shine the ipod.	
OBJECTIVE	SilverWiz for iPad - Personal Finance Made Easy: [http://t.co/focC71fy] London, United Kingdom - SilverWiz has an... http://t.co/RAfF7z65	
OBJECTIVE	"RT @iwasnotdrunk: ""I wasn't that drunk!"" ""Dude, you threw your iPhone in a tree and yelled LOOK! AN APPLE TREE!"""	
OBJECTIVE	Summaries of the Best Available Business Books Now Available via Business Book Summaries? iPhone Application - http://t.co/mpAn8FaO	
POSITIVE	@Leaguitar tell me about it. Vodafone sim is ordered, though I did finally get an O2 sim so am using my shiny new iPhone :-)	
OBJECTIVE	@melissaheckman I fixed it. Deleted the app, hard reset the phone (held down sleep and home buttons until Apple logo appeared) reinstalled.	
OBJECTIVE	http://t.co/ry1CPjNK White Sync &amp; Charge USB Cable for Apple iPhone 3G / Apple iPhone 3GS	
OBJECTIVE	Zeravlar Tech News http://t.co/ktmxquKn - top stories by iPadGuru, iPadNewsfeed, appletweets	
OBJECTIVE	Tracking meals and counting calories with the help of your iPad. http://t.co/kqTonbFD	
OBJECTIVE	AT&T annuncia un milione di attivazioni di iPhone 4s http://t.co/YvOA6IdK	
POSITIVE	@hlpike01 nah, if I got a MacBook Pro, I'd sell my iPad or give it to my mum or something :) My old laptop has had it!	
OBJECTIVE	I need a twitter app for iPhone that supports OS5 and  has push notifications... Any body know of one?!	
OBJECTIVE	Clothes Encounters of the Strange Kind! $2.99 #ebook #quirks #kindle #nook #kobo #ibookstore #ipad #iphone #behavior http://t.co/BLSKmHiQ	
OBJECTIVE	Creating good presentations for iPad now possible. But some early questions - Who holds the iPad? With or without clicks? Shorter?	
POSITIVE	Awww the Apple UK site has taken down its tribute to Steve Jobs, sad times.	
OBJECTIVE	I am neglectig my iPhone because i haven't put any new worthy numbers in it for awhile...might have to fill that contact void.	
OBJECTIVE	@sweetmutty so are we trading iphone for ipad tonight?	
OBJECTIVE	LOL RT @Rabih: The iPhone 37S Reviewed http://t.co/pExQV4hB (via @ChadiNassar) #LOL	
OBJECTIVE	iPhone 4S vs. Samsung Galaxy S II Drop Test:  http://t.co/KiZO0bF7	
OBJECTIVE	DS Miller Inc. Equivalent of APPLE POWERBOOK G4 M8858Y/A Laptop Battery: 14.8-Volt 4000mAh LiIon Laptop Battery.... http://t.co/IZWYjYeB	
OBJECTIVE	Unlocked iPhone 4S Available in November, Costs $649 and Up http://t.co/kMQAwgFW downgrade ios 5 jailbreak ios 5 iphone 5 WP7 os x _91	
OBJECTIVE	How can Apple replace Steve Jobs' celebrity? It can't: When Coldplay capped off the end of an otherwise unexciti... http://t.co/RaXB3HZH	
NEGATIVE	I have to say this, this phone is better then the iPhone.	
OBJECTIVE	New iPhone app - 9 New iOS 5 Apps for iPhone iPad and iPod touch from Apple: With the introduction... http://t.co/j7BDUwjn just reviewed	
OBJECTIVE	Imogen Studio Kerby Wireless Network Camera w/ iPhone, Android, and Facebook App Review http://t.co/Dzk6ohr5	
OBJECTIVE	Jasmineeee can I use your earphones & use the iPod for lunch?	
OBJECTIVE	Can Apple replace Steve Jobs' celebrity? - CBS News http://t.co/ywUn3bYV	
OBJECTIVE	AT&T announces 1 million iPhone 4S activations http://t.co/RfjNAtoW	
POSITIVE	Got new laptop, new ipod and now I got my speakers working. :D yayyy	
OBJECTIVE	i have a feeling i'm going to hate my iPhone with Sprint. they better come out with a fucking data package -_______-	
OBJECTIVE	Impressive. Just saw a vendor offering a chance to win an iPad 3. #edu11 #vapor	
OBJECTIVE	Total Immersion Releases SkinVaders Game Free for the iPhone, iPad2 and iPod Touch (http://t.co/9EANGLYe) http://t.co/1XhzERAu	
OBJECTIVE	I need some new apps too. What apps sweet as hell for the iPhone?	
POSITIVE	@nj_cornell your iPad has just been delivered  #jelous	
OBJECTIVE	@ascarter Hmm, I'm not sure. Unfortunately that's all Apple territory. Maybe try quitting/reopening the app, or logging out and back in?	
OBJECTIVE	iSuppli: Teardown reveals 16GB iPhone 4S carries $188 BOM:  As always, the guys over at IHS iSuppli have just pu... http://t.co/ltYHtBv2	
OBJECTIVE	Argyle Durable Crystal HD Flexible Skin Checker Design for Apple iPod Touch 4 ( Compatible with all Models, 8 GB... http://t.co/mtdpzeEM	
OBJECTIVE	Entered to get a FREE iPad on this website! Check it out: http://t.co/9Vpw8MBo	
OBJECTIVE	Today is a taylor swift kind of day, according to my iPod.	
OBJECTIVE	#Macquariums RT @dothegreenthing: Iconic old Apple computers get upcycled into fish tanks http://t.co/yXO4qYBU #iFish via @inhabitat	
OBJECTIVE	RT @TeamCoco: We asked our new iPhone 4S assistant what the weather was like today, and it asked us where it could find John Connor #UhOh	
OBJECTIVE	RT @arstechnica: Researchers can keylog your PC using your iPhone's accelerometer: http://t.co/pRF4CD5I by @foresmac	
POSITIVE	It may look and act like a MacBook, but Acer's new laptop falls short of its mark http://t.co/aVZFj4Mo	
OBJECTIVE	iPhone 4S costs an estimated $196 to make http://t.co/Ydv0VhcR via @gigaom	
POSITIVE	@Lezuhleyy iPhone let's go !!!	
OBJECTIVE	Black Faux Leather Crocodile Print Pull Up Pouch for iPad 1 http://t.co/aZPJflGc	
POSITIVE	"Yohoooo my iphone 4S has been shipped ("",)"	
OBJECTIVE	32GB iPad 2 Wi-Fi 3G in stock at Apple for $729, free shipping - http://t.co/Ylmrwtpx	
POSITIVE	Ipod got me rockin this mornin!	
OBJECTIVE	Guys, you gotta check this out! Free iPad 3 on this website: http://t.co/knJxWmbz	
OBJECTIVE	@xAceofspadex   Hahahahaha is that a Sign that u're Tweetin from u're iPhone	
POSITIVE	@jus_kat cuz u r need an iPhone	
OBJECTIVE	Our Pad for iPad Allows for Multiple Accounts on Facebook, Gmail, and More [Ios Downloads]:            &lt;!--  div... http://t.co/NHp8ScEH	
OBJECTIVE	RT @CNETNews: AT&T hits the million mark for iPhone 4S activations on day five of sales. http://t.co/UlYyI3Rv	
POSITIVE	I'm like hahahahahahaha fuck your blackberrys I have an iPhone!	
POSITIVE	Kitty wants.... http://t.co/9cHVukOC I'm sure the rest of you iPhone users can appreciate how cool this is?	
OBJECTIVE	@jkendrick can you compare battery life on iPhone 4 vs. 4S? Thx JK	
OBJECTIVE	@TheIPaper Laptop and iPad - sod everything else. All my photos, documents and memories are on those two.	
OBJECTIVE	Not in the mood, iphone turnoff bye!	
POSITIVE	Downloaded the new iPhone software.. Love it! Took 4freakin hours	
POSITIVE	RT @dzintra_x: I really want an iphone	
OBJECTIVE	AT&amp;T sees 1M iPhone 4S activations, highest ever for iPhone http://t.co/kII49DjV	
OBJECTIVE	More confirmation of white iPod touches: http://t.co/y3beZgT9 download windows 8 droid bionic android ice cream gingerbread 2.3.4 _85	
POSITIVE	@ellen_phe Copy albums from your colleague's iPhone without syncing problems. :) http://t.co/4mUGA3xx	
OBJECTIVE	"RT @MzMollyTL: ""I'm more hesitant to hand a iPad to a teacher than to a student"" #ecoo11 True @Grade1"	
OBJECTIVE	RT @Urvaksh Any suggestions for must-have business-focused apps? #iOS #iphone	
OBJECTIVE	#iPhone #AutoCorrect Life Lesson http://t.co/rBPetnZs #Fail @misslindadee	
OBJECTIVE	Car Charger for Apple iPhone 4 (Black): Car Charger for Apple iPhone 4 (Black) Plugs into cigarette lighter port... http://t.co/1kBubqGX	
OBJECTIVE	"Funny Siri Responses: ""How Many Fingers"" http://t.co/DiGfy3LB #siri #apple #iphone"	
OBJECTIVE	Hopefully my uncle will see that I worked hard enough to deserve that iPhone,	
OBJECTIVE	@jpowertech iphone one more than ipod	
OBJECTIVE	rt RT @SunbeltGranola: During Oct. if U follow and RT our tweets containing #KaPINK, you will be entered to win an iPad!	
POSITIVE	#TechNews :: Apple and Google Dominate: Microsoft CEO Steve Ballmer's Three Biggest Screw-Ups http://t.co/O0BGOjlQ	
POSITIVE	RT @loswhit: And yes. To those asking. That is iMovie '06HD I used for the Mean video. The last version of iMovie Apple got right. // word.	
OBJECTIVE	RT@OishiiApps Retweet to win an iPhone 4S! #PayCalContest #PayCal http://t.co/9NuJ9pJ2	
POSITIVE	TechCrunch: AT&T Surpasses 1 Million iPhone 4S Activations http://t.co/RM8oigr7	
POSITIVE	RT @appletweets: Enterprise users prefer Apple as iPhone, iPad reign over Android: Newly published data on enterprise device acti... htt ...	
NEGATIVE	iphone just spell whatever the hell it wants sometimes..like umm no i did not type that	
OBJECTIVE	@aprillia_dea pilih dakota / torch / iPhone 4s / iPad?	
OBJECTIVE	RT @Toptienmobiel: Vergelijking: iPhone 4S vs. Samsung Galaxy S2 http://t.co/ZmgXT6f1	
OBJECTIVE	@chevrolet No response to my question about Iphone sync problem??	
POSITIVE	RT @LMLovator1D: @1DUpAllNight iPhone!!!!!	
POSITIVE	Need to update my ipod	
POSITIVE	@kris0521 iPhone iPhone iPhone iPhone #normal :))	
POSITIVE	@iSn0wra1n hey I'm using windows 7 64 bit on my laptop and was ganna restore to iPhone 4 iOS 5.0 official ? :)	
NEGATIVE	@QueenEshaE blame my ipod lol	
OBJECTIVE	@ijustine favorite apple product thus far? #askij	
POSITIVE	PR: ATT announces 1 Million iPhone 4S Activations http://t.co/KeMqgd7M #webapps	
OBJECTIVE	New on #PluggedIn &gt; All you need to know about Siri for iPhone 4S (and iPhone 4?) http://t.co/FV5ce5BH	
POSITIVE	[BREAKING NEWS]: iCloud Syncing with iWork: Apple has been seeding major software updates with... http://t.co/zx81rwZe #jailbreak #iphone4s	
POSITIVE	swagged out in cheetah;) RT @_LynaieDnette: my iPhone is my partner in everything .  lol	
POSITIVE	My iPhone http://t.co/pputplbW	
POSITIVE	Dramatically staring out the window of the car and listening to your ipod like youre in a music video&lt;3	
POSITIVE	I finally updated my iPhone :D . . .	
OBJECTIVE	Video Recording Battle: iPhone 4S vs. iPhone 4 vs. Samsung Galaxy S2 vs. Nokia N8 vs. Amaze 4G  #iphone #ipad #ipod http://t.co/yZKk8q5G	
POSITIVE	RT @gsterling: AT&T activates more than 1M iPhone 4S devices, wireless now 49% of revenues; 100.7 million total US mobile subscribers ht ...	
OBJECTIVE	Just entered to win a free iPad 2 from @shoemoney, enter here http://t.co/8yjH2C6V	
OBJECTIVE	LIVE STREAM: Watch CityNews Channel live on your computer at http://t.co/js08hvu7. You can also watch via our iPhone & iPad apps.	
OBJECTIVE	RT @zhoelstyle: RT @ulfahmarya: ubersocial for blackberry ada, for iphone ada, for android ada, for Nokia ada ga?aihh pacce Nokia -,- hahaha	
OBJECTIVE	Boombox for iPad Tablet http://t.co/RynrtrVp	
POSITIVE	can someone buy me the new iphone? dadddyyyyyyyy...! @516GirlProblems @PrincessProbz	
POSITIVE	AT&T activated over 1 million iPhone 4S handsets in four days http://t.co/DbpCxBvL	
POSITIVE	Ik wil nen ipad :) #ipad	
OBJECTIVE	@flashmejayson You just need to confirm your shipping info to get a free iPad 2. Click Here http://t.co/HxeYHrsA	
POSITIVE	Mac iPhone= awesome. Windows iPhone= you're trying. Windows windows phone= ...no. Just no. #PoorLifeChoices	
POSITIVE	RT @TheNextWeb: AT&T activated over 1 million iPhone 4S handsets in four days http://t.co/ErExpCz4 by @m4tt on @TNWapple	
POSITIVE	@onlymrpenguin @djrobswift I'm an iPhone junky... Lol	
POSITIVE	RT @TheNextWeb: AT&T activated over 1 million iPhone 4S handsets in four days http://t.co/ErExpCz4 by @m4tt on @TNWapple	
POSITIVE	RT @TheNextWeb: AT&T activated over 1 million iPhone 4S handsets in four days http://t.co/ErExpCz4 by @m4tt on @TNWapple	
POSITIVE	iOS Review: Facebook mobile app shines despite quirks:  Facebook finally arrived on the iPad, and the iPhone ver... http://t.co/5Ica0VaE	
OBJECTIVE	Maybe if upstream works on the iPad I'll bring it to school since it will be about 7am here	
NEGATIVE	iPhone battery life is P.O.N.Y! #DPMO	
OBJECTIVE	RT @timesipad: Download our special Gaddafi iPad edition at 6pm for the latest news, analysis, video and pictures.	
POSITIVE	I texted shay & said I heard you was getting me an iPad for Christmas lol...you just know she kirked off.	
POSITIVE	RT @TheSaraJones: VOLUNTEER HIGH SCHOOL NOW HAS MACBOOK PROS!!!!! &lt;3 http://t.co/2Rh9L47K	
POSITIVE	Love my IPod #ThankYouSteve.	
OBJECTIVE	Has anyone ever felt the need to use the voice memos app on an iPhone? Into a folder with that one I think! #crapapp	-4.26305742,55.85727494
POSITIVE	I will only be happy with this if my mum buys me an iPhone and I get to paint my new bedroom walls with clouds all over it :-)	
NEGATIVE	RT @JasonDStewart Iphone 4S Siri sounds a bit too much like GLADOS for comfort.  #siri  #thecakeisalie: ... http://t.co/kcF1CDTm  #portal	
OBJECTIVE	I'm watching We Found Love (Official Video) by Rihanna on @VEVO for iPhone. http://t.co/NEaJVLlu	
OBJECTIVE	@freegovinfo #dlc11 I have an iPad 2 with a camera and the camscanner app on it. Low quality scans due to camera, but better than nothing.	
OBJECTIVE	BBC iPlayer for iPad Updated with AirPlay support http://t.co/BrSCKcMM via  @ZOMGitsCj	
NEGATIVE	The new iso5 said that I could tweet from any app on my iPhone.....then why can't I tweet from any app on my iPhone?? Lol	
OBJECTIVE	Your iPod is coming shortly, that's why ur falling asleep @Cristina_6189	
OBJECTIVE	For those of you that have entered our iPad 2 Competition via the TAGGING, SHARI...: For those of you that have ... http://t.co/up6XZyPS	
POSITIVE	iOS 5 Final For iPhone, iPad And iPod touch Will Drop On October 12th, Confirms Apple: http://t.co/DeNPYyRc WP7 mango iphone 4S _85	
OBJECTIVE	Rhinestone Accent White Nonslip Silicone Skin Case for iPod Touch 4G http://t.co/Gh2gIjkL	
POSITIVE	I wish someone would buy me an iPad.. That'd be a great present!	
OBJECTIVE	25 Awesome Utilities for iPhone http://t.co/AhGq87TT  RT @iphoneness	
