POSITIVE	4 millions in a weekend, 16 #iPhone4S per second. This is madness?! no, this is @Apple !!!
POSITIVE	.@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear
POSITIVE	@iancollinsuk @apple I like what you did there...!
POSITIVE	I just sent my grandma a post card using my #CardsApp thanks @Apple
POSITIVE	Sorry @BlackBerry, I'm moving to @Apple.
POSITIVE	"@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to ""Will it blend?"" Glad to hear it's still alive."
POSITIVE	Laundering Ari's iPhone not my finest moment. But after drying in bag of (organic :-) rice for 4 days it booted up!!!!!!!!!!! @apple
POSITIVE	Bravo, @Apple! http://t.co/BgoTzj7K
POSITIVE	God Bless @YouTube, @apple for  #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :)
POSITIVE	Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :)
POSITIVE	Thank you @Apple iOS 5 for email pop up on the lock screen and opening it when unlocking.
POSITIVE	One word - #wow. RT @jldavid iPhone 4S First Weekend Sales Top Four Million: http://t.co/Zx5Pw0GT (via @apple)
POSITIVE	@Apple just keep getting better and better!!iCloud is amazing!!
POSITIVE	RT @MN2NOVA: Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple
POSITIVE	Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple
POSITIVE	Love #ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! @apple #lovemyiphone
POSITIVE	Gone for a run, beautiful morning , man do I love iOS 5 @apple, #iPhone
POSITIVE	@apple your simply the best.
POSITIVE	I must admit @apple has made me a very happy camper! I have text tones now! Lol! Ring tone: #MakeMeProud Drakes vers! Text tone: Nicki's
POSITIVE	Day305, I'm thankful for the great customer service received today from @Apple via phone CS, new phone on the way #365daysofgratefulness
POSITIVE	S/O to @apple for replacing my phone for free
POSITIVE	Loving the new iPod update @apple
POSITIVE	@alexlindsay My wife upgraded her iPhone 4. I think Siri alone is worth the upgrade. Looking forward to @Apple continuing to enhance Siri.
POSITIVE	RT @tomkeene Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/BPPJwncp
POSITIVE	@SteveJobs being honored tonite @Apple...A truly great loss to the world.He will so be missed
POSITIVE	Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/D7EeJHBT
POSITIVE	Loving my new #iPhone4S thanks @apple for #ios5
POSITIVE	i love this. so much. thank you @apple.  http://t.co/Ui8lOEzX
POSITIVE	@apple the iPhone 4s is great #genius
POSITIVE	@apple Cards app notifies me the card I sent has arrived at local post office and should be delivered today... Sunday. Truly is #magic.
POSITIVE	@apple Siri is amazing
POSITIVE	@rygurl you need an @apple iphone4S with Siri!
POSITIVE	Meet #Siri, your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple
POSITIVE	So, I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac
POSITIVE	I ♥ @Apple http://t.co/a8on3IAa
POSITIVE	@apple just got the new iOS5 upgrade with iMessage...good luck surviving now @BlackBerry
POSITIVE	Loving #iOS5 !! #awesome @Apple
POSITIVE	RT @MattyRiesz: @kathrynyee You were right, an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}
POSITIVE	Thank you @apple for your innovations. Exhibit A: Guy playing with Facetime instead of watching game at sports bar. http://t.co/oU7K39ge
POSITIVE	@blackberry boo hiss!............@apple wuhu!!!!!!!! When will my berry powered technology actually work??
POSITIVE	@apple by far the best iPod and first time iPhone ever.... Good job guys
POSITIVE	Thank you Steve @apple store 5th av. http://t.co/nSAisriP
POSITIVE	@Apple's Siri is witchcraft.  What's next @googleresearch. 2 yr lead lost?
POSITIVE	@Apple iOS 5 is sweet! Notifications, phone search covers mail now, wifi sync, iCloud backup and integrated Twitter are all well done.
POSITIVE	RT @katebetts: Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t. ...
POSITIVE	Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s
POSITIVE	I &lt;3 @apple http://t.co/ondXWpEr
POSITIVE	Welcome to the twitter world @MarkStuver. This is due to #iOS5 and @apple thanks guys.
POSITIVE	Impressive service @apple genius bar metro centre. Power cable replaced free n booked in for screen replacement for free :- D
POSITIVE	RT @deb_lavoy: the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple
POSITIVE	the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple
POSITIVE	My iPhone 4S battery lasted longer than a day. That hasn't happened since my edge iPhone. Nice job, @apple.
POSITIVE	It would have taken me 15 mins to write this with my #Blackberry. Thank u @Apple 4s for converting me and showing me the grass is greener!
POSITIVE	RT @herahussain: @RickySinghPT got a new backside for my eye phone! V impressed with @apple
POSITIVE	@RickySinghPT got a new backside for my eye phone! V impressed with @apple
POSITIVE	#iPhone 4S in Space http://t.co/jINNHVwz this is amazing #creative @apple your products inspire people to do unbelievable things
POSITIVE	Thank you @apple for making my iPad 2 feel like new again with your new iOS 5!
POSITIVE	"_ibertaddigital.tv/ iPad a briliant SteveJobs produck ,http://t.co/00ohfLY6 @Apple present... http://t.co/DBbWSDpx"
POSITIVE	Using my awsome iPad... I love it. I love my MacBook too and my iPod. It's all amazing! I love @apple
POSITIVE	@apple iOS 5 upgrade done ...... Much better feature..... Few more feature required
POSITIVE	New iOS 5 update is THE BEST. iloveyou @apple
POSITIVE	Finally got my iPhone 4S, thanks @Apple. Stupid @att. Learned my lesson.
POSITIVE	I absolutely love my iPhone 4S. Thank you, Steve and @apple.
POSITIVE	@apple - you have invented a product that actually gets my brother to call my parents when he gets where he's going. Amazing. #siri #ipod4s
POSITIVE	dammit, listening to siri is making me want to upgrade. well played @apple.
POSITIVE	Create new folders from within your photo album in #iOS5, finally!! Thanks @Apple, that's been a thorn in my side for a while. #newfeature
POSITIVE	Video card on @Kimaris workstation died after just six months. So long @hp. Hello @apple.
POSITIVE	@Blackberry & @Facebook U R really about to make me throw this @Blackberry in the trash an get an @Apple iPhone! @Facebook upload issues!
POSITIVE	#iOS5 update submitted to @apple! Thanks for all the support!
POSITIVE	I'm amazed at how siri has changed the way I use my phone. I had no idea it would be this good, and it's still in beta. Good job @apple. Wow
POSITIVE	Awesome service from the @apple store in pc. Thanks chris!
POSITIVE	RT @To1ne: .@apple thanks for fixing this... http://t.co/wTj1ogDO
POSITIVE	I am crazy about #iOS5 . The photo cropping is the best! @apple
POSITIVE	.@apple thanks for fixing this... http://t.co/wTj1ogDO
POSITIVE	RT @SawyerHartman: I FU*KING LOVE YOU @APPLE this phone is the best thing ever !! SIRI = BEST THING EVER MADE
POSITIVE	@apple has changed life.
POSITIVE	Mad props to the @apple employee that didn't charge me to replace the back plate on my iPhone! Made my day!
POSITIVE	@jonsibley Actually, the @Apple  mouse is pretty sweet man.
POSITIVE	The #iphone4s is  amazing. Siri's voice recognition is absolutely a step above previous attempts. Bravo @apple
POSITIVE	Finally got the @apple IPhone thanks to @sprint getting with the times
POSITIVE	#iOs5 is nice and as it had to be ! Thanks @Apple
POSITIVE	Good support fm Kevin @apple #Bellevue store 4 biz customers TY!
POSITIVE	Just downloaded IOS 5. It's better than I expected! #thankyou @apple
POSITIVE	Wow I am loving this new @apple update for my touch. #coolness Well done
POSITIVE	@Apple: Siri is amazing!!! I'm in love!
POSITIVE	Love love love iOS 5!! @apple
NEGATIVE	RT @cjwallace03: So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. W ...
NEGATIVE	RT @Jewelz2611 @mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..
NEGATIVE	@mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..
NEGATIVE	THiS IS WHAT WiLL KiLL APPLE http://t.co/72Jw4z5c RiP @APPLE
NEGATIVE	@apple why my tunes no go on my iPhone? iPhone lonely without them. silly #iOS5
NEGATIVE	@apple needs to hurry up and release #iTunesMatch
NEGATIVE	Why is  #Siri always down @apple
NEGATIVE	I just need to exchange a cord at the apple store why do I have to wait for a genius? @apple
NEGATIVE	"@apple AirDrop #fail - Immediate ""declined your request."" every time"
NEGATIVE	good article about why @apple fucked it all up with lion and their future. http://t.co/zNDP9Vr6 #fb
NEGATIVE	RT @radlerc: Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s
NEGATIVE	Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s
NEGATIVE	The one #iphone feature still missing since @apple first showed it.. Contacts pictures on the contacts list! Simple yet 5 major updates miss
NEGATIVE	Asked siri is she dreams of electric sleep. Was disappointed that she didn't have a snippy answer.  Missed opportunity @apple
NEGATIVE	"@paulens It surprises me that @Apple throws up an error alert about authorizing, and there's no ""Authorize this computer"" button."
NEGATIVE	@Lisa_Marie1987 shhhh. the evil sith lords @apple may hear you ha!
NEGATIVE	FUCK YOU @apple DIE IN A FUCKING BLAZE INFERNO.
NEGATIVE	Oh, @apple. Steve obviously had nothing to do with iPhoto, as it's the perfect opposite of 'insanely great'. Get it fixed, please.
NEGATIVE	OMG @apple WHY THE FUCK DID YOU DELETE ALL MY MUSIC YOU DICKS
NEGATIVE	@ryanbaldwin @apple So in iTunes I go Store -&gt; Authorise… why doesn't it just auto-authorise it when I sign into iTunes? Grrrr...
NEGATIVE	"Seriously - I have absolutely no offing clue what @Apple means by ""authorization"", nor how to do it."
NEGATIVE	"Boy, could @apple make it any harder to put my purchased music from the cloud on to my new macbook pro? ""You must authorize this computer…"""
NEGATIVE	shit, shit, shit. IOS5 update ate all my apps, data and media just like @apple said it would. This is going to take some time to rebuild.
NEGATIVE	. @apple & @AT&T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!
NEGATIVE	Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance
NEGATIVE	Dear @apple My new Air is now a notbook since your update killed #wifi #bug #destroying #productivity
NEGATIVE	I am so done with @Att and @apple 's profitering and lack of customer service, so fucking down with both!!!
NEGATIVE	It would be great If @Apple would send my new phone. #frustrated
NEGATIVE	@apple thank you for ruining my 3GS with #iOS5. You've just turned my phone into an utterly useless pile of shit.
NEGATIVE	"@rogerweir no but I have the option of a  replacement iPhone 4s ? Not sure if I want one after having 2 duff iPhones. @O2 @iphone4s @apple"
NEGATIVE	So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?
NEGATIVE	You know @apple It's been almost a week since I paid for iTunes Match, I would really like to use it. Any ETA on a fix?
NEGATIVE	removing all @apple shit.
NEGATIVE	So @PhoenixSwinger 's iPhone 4 is giving her a hella hard time w/ the iOS5 update @apple
NEGATIVE	What??? I that sucks hello @apple RT @PhoneDog_Aaron Interesting note - DROID RAZR's battery isn't removable.
NEGATIVE	@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em
NEGATIVE	Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise
NEGATIVE	@bisquiat @Apple the upgrade just slows down my phone so much, it's stuck half the time. uch. thankfully no other damage. sucks for you :(
NEGATIVE	@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily.
NEGATIVE	Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat
NEGATIVE	@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO
NEGATIVE	Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit.
NEGATIVE	@FishMama: If you made a purchase, just wait for the @apple survey! hate going b/c of the bad #custserv
NEGATIVE	Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT & @Apple. Hero of my day!
NEGATIVE	"@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the ""newest"" model are suckers..."
NEGATIVE	Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark.
NEGATIVE	@APPLE Wow @MOTOROLA Just crushed your dreams....
NEGATIVE	RT @phxguy88: Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR
NEGATIVE	Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR
NEGATIVE	"@apple, No, I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now"
NEGATIVE	WTF?!?! @apple the new iOS 5 doesn't allow you NOT to get push notifications from newstand? and SIRI just keeps yapping FUCK!
NEGATIVE	@Apple, on the #iPad with #iOS5, why has the Messages Icon been included when it can't be used?
NEGATIVE	@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&T
NEGATIVE	Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii
NEGATIVE	@apple why is my iPhone battery so crappy #fail
NEGATIVE	My @Apple @macbook keyboard will not type :(
NEGATIVE	Why doesn't @apple iCloud sync Stickies? They've always been around, just nothing every progressed w/ them!! Why apple why?  @gruber
NEGATIVE	"@apple, your new ""Save a Version"" function in Pages is absolutely the most awful, interrupting, counter-intuitive piece of crap in the world"
NEGATIVE	I hate my @apple computer.  Thats 3500 dollars down the drain.
NEGATIVE	@apple my iPhone is charging very slowly!!!!!
NEGATIVE	@Apple #iOS5 gm on ipad1 is very slow wash better on beta7/8 solve this problem, or give me the ipad2
NEGATIVE	@apple Wish I could pick month, day, and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!
NEGATIVE	@Apple iTunes is the worst program ever. For such a great phone, you make some awful software.
NEGATIVE	One would think the voice recognition on the @apple tech support line would work a little better.
NEGATIVE	@apple $319 to repair my iPad 2, Apple you've lost me and my $700 a year, Android here I come!
NEGATIVE	@azee1v1 @apple @umber Proper consolidation, proper syncing, stop losing my PURCHASED items, checkboxes that do what you think they will do.
NEGATIVE	@AsimRang @apple @umber the desktop app is wack though
NEGATIVE	I made a reservation and yet I still have to wait in line. Humpt! Oh @apple (@ Apple Store w/ 2 others) http://t.co/JZmVBdNm
NEGATIVE	Frustrated that I bought a new macbook pro from @apple only to find it doesnt ship with media! #expensivepaperweight
NEGATIVE	Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #
NEGATIVE	#DontBeMadAtMeBecause #Android is by far better than @Apple
NEGATIVE	@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound.
NEGATIVE	@apple #apple One thing I hater about this #mouse the #buttery finish so fast am not #happy now #macworld @macworld http://t.co/5Uh4a4Vt
NEGATIVE	Hey @Apple: stop sending your automatically-depreciate-all-iPhones-older-than-the-4s signal. My #iPhone4 is dying rapidly processor-wise.
NEGATIVE	Only thing bad about the new @canon camera is that it has two compact flash cards... not one of SD. SD goes in my @apple computer. Damn you!
NEGATIVE	Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???
NEGATIVE	fuck u @apple
NEGATIVE	oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it
NEGATIVE	why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple
NEGATIVE	. if u need me just text me o wait u i wont get it cuz @apple fucks me every time #fuckingpissed
NEGATIVE	iMessage doesn't show the time a message was sent, annoying @apple
NEGATIVE	Like @apple da fuck is this shit?  http://t.co/nb4DHlSg
NEGATIVE	RT @CircusTK: I'm wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my t ...
NEGATIVE	Damn it @Apple!! Whatchu done to my phone??
NEGATIVE	"Samsung seeks iPhone 4S ban in Japan and Australia Patent war intensifies with injunction sought against @Apple http://t.co/QmwjTvnk"
NEGATIVE	@apple, why is it every time there is iOS software update my iPad goes dead and I need to totally restore? #fail
NEGATIVE	@apple #iOS.5 has been nothing but a pain in the ass no room for my music.. Or photos.. Or apps! Can I undo this garbage??
NEGATIVE	@apple the reservation system not working, shows no products avail let alone iphone 4s I had the site open in 3 browsers at 9 PM and nothing
NEGATIVE	RT @RedDeerSteph: @Joelplane @apple I hear you! I've had trouble with my 3 & now 4. I've even turned down brightness. #andshuttingdownru ...
NEGATIVE	@Joelplane @apple I hear you! I've had trouble with my 3 & now 4. I've even turned down brightness. #andshuttingdownrunningprograms #nohelp
NEGATIVE	@albertmal88 remember @apple is evil. #icloud entering the #dropbox market
NEGATIVE	I know a few others having same issue RT @Joelplane: 9% now on my second full charge of the day. Pissed @Apple
NEGATIVE	9% now on my second full charge of the day. Pissed @Apple
NEGATIVE	RT @ShayDiddy: @CircusTK @ups @apple both of them are bs!!! How do u tell me go between a certain time ONLY and the muh fuh is closed!
NEGATIVE	I'm wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!”
NEGATIVE	ugh! @apple, you’re reservation page for the iPhone is NOT working.
NEGATIVE	iTunes is @apple's worst product. Worse than the #Newton or the hockey puck mouse. It's utterly painful to use.
NEGATIVE	Deár iCloud I HATE U , AND I HOPE YOU DIE , YOU ARE THE WORST FUCKING INVENTION IN THE WORLD , FUCK YOUUUUUUUUUUUU #iCloud @apple @stevejobs
NEGATIVE	i update to ios 5 and lose everything on my phone and it wont let me sign into my itunes account... thanks @Apple
NEGATIVE	Suddenly lost all address book on @3GS iPhone. And someone was using my @Apple ID. It all fucked up.
NEGATIVE	oh.. my iphone is overcapacity huh?! -____-  @Apple won't let me be great!!!
NEGATIVE	Issues with updating iTunes on my windows pc - they really are not compatible.... Sent more time talking to @Apple care than using it!!
NEGATIVE	@apple u guys are gay
NEGATIVE	Restored my iPhone. STILL NO TEXTS. DEAR @APPLE Y NO LOVE, Y RESTRICTIONS ON MY SMS?  Y NO TEXTS.... #iOS5 #iOS5atemydingo
NEGATIVE	none of my apps work after the new ios from @apple. what do i do?!?
NEGATIVE	Seemingly endless loop of calls to @apple, @ups, @verizonwireless to investigate my missing #iphone4s. #crankywithnophone
NEGATIVE	@Wisconsin_Mommy @apple that's terrible!  I hope you get an apology!
NEGATIVE	@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed.
NEGATIVE	@chascouponmom @apple I get they are busy w/ the new phone, but I just wanted to buy a stylus. they made me wait forever outside & never
NEGATIVE	@apple @iphone Please deliver my daughter's i4s, she is driving me nuts #iphone
NEGATIVE	@sprint @bestbuy still no word on my iPhone4s preorder.  Best Buy blames Sprint, Sprint blames @apple, I just want an honest answer.  #help
NEGATIVE	Hey @apple, the SMS full message is complete shit. Yes, I'm annoyed.
NEGATIVE	Have never had such poor customer service at @Apple before! What happened? (@ Apple Store w/ 2 others) http://t.co/GKlXMUi6
NEGATIVE	@Apple your service experience is really fucking slipping (except for cute, eyelash batting girlies). (@ Apple Store) http://t.co/dOHDEnMg
NEGATIVE	Had ma Ipas not 24 hours an I jailbroke it...now its SHAGGED itunes won't letme restore it @apple SYM!!!!
NEGATIVE	@hailfire101 @Irvysan They are... then @apple happened and snatched Siri so they could be douchebags and say 'it's ours!'
NEGATIVE	What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration.
NEGATIVE	Wow the Genius Bar Reservation Line @Apple is ridic right now - ___- I am not amused. #ugh
NEGATIVE	"Where is my iPhone!?!?!?! @apple"
NEGATIVE	@apple battery life suck on iOS 5
NEGATIVE	An apple update has seemed to render my work machine incapable of opening HDV video. Thanks @Apple. Zero useful productivity today.
NEGATIVE	@apple I committed to your cloud storage iDisk and now it's raining :-( so soon no more iDisk.  Any plans for a new service for storage?
NEGATIVE	"Hey @apple why can't I share a reminder list from my iPhone? Also why can't I login to the iCloud webpage to modify sharing from my phone?"
NEGATIVE	Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade
NEGATIVE	could @apple lion please integrate vertical spaces in mission control. this horizontal business is making me nauseous
